Date,EURO,Platinum,Gold,Crude Oil,Silver,Ethereum,Yeng,^DJI,BITCOIN,new_cases,new_deaths
"[2018, 11, 16]",1.13248992,843.5999756,1220.800049,56.45999908,14.3579998,175.177002,0.008863,25413.2207,5575.549805,0,0
"[2018, 11, 18]",,848.2000122,,,,,,,5623.540039,0,0
"[2018, 11, 19]",1.141396165,855.5,1223.099976,56.75999832,14.38099957,149.1750031,0.008885,25017.43945,4871.490234,0,0
"[2018, 11, 20]",1.145501614,844.9000244,1219,53.43000031,14.24699974,130.3390045,0.0088855,24465.64063,4451.870117,0,0
"[2018, 11, 21]",1.137242436,848.0999756,1225.800049,54.63000107,14.47999954,136.701004,0.008858,24464.68945,4602.169922,0,0
"[2018, 11, 22]",1.13883543,,,,,126.7059937,,,4365.939941,0,0
"[2018, 11, 23]",1.14031589,,,,,123.2959976,,24285.94922,4347.109863,0,0
"[2018, 11, 25]",,844.2000122,,,,,,,4009.969971,0,0
"[2018, 11, 26]",1.133735418,845.7000122,1220.199951,51.63000107,14.18299961,108.3350067,0.008812,24640.24023,3779.129883,0,0
"[2018, 11, 27]",1.133337021,833.2000122,1211.199951,51.56000137,14.06200027,110.0100021,0.0088005,24748.73047,3820.719971,0,0
"[2018, 11, 28]",1.129879713,824.2000122,1221.400024,50.29000092,14.30300045,122.4379959,0.0088195,25366.42969,4257.419922,0,0
"[2018, 11, 29]",1.136854529,819.0999756,1224.099976,51.45000076,14.27299976,117.5426407,0.008825,25338.83984,4278.84668,0,0
"[2018, 11, 30]",1.139276624,798,1220.199951,50.93000031,14.09399986,113.1714249,0.0088115,25538.46094,4017.268555,0,0
"[2018, 12, 2]",,807.2999878,,,,,,,4139.87793,0,0
"[2018, 12, 3]",1.134224057,808.9000244,1233.900024,52.95000076,14.38099957,108.9250107,0.0088045,25826.42969,3894.130859,0,0
"[2018, 12, 4]",1.135486126,802.4000244,1241.099976,53.25,14.52099991,110.2141953,0.008872,25027.07031,3956.893799,0,0
"[2018, 12, 5]",1.13428843,,,,,102.4755554,,,3753.994873,0,0
"[2018, 12, 6]",1.134906292,787.7999878,1238.099976,51.49000168,14.39000034,91.76105499,0.0088835,24947.66992,3521.101807,0,0
"[2018, 12, 7]",1.137475252,788.5999756,1246.800049,52.61000061,14.57199955,93.29457092,0.008883,24388.94922,3419.937256,0,0
"[2018, 12, 9]",,794.9000244,,,,,,,3614.234375,0,0
"[2018, 12, 10]",1.140094876,780.2999878,1243.699951,51,14.47799969,91.68565369,0.0088375,24423.25977,3502.656006,0,0
"[2018, 12, 11]",1.135653853,783.7000122,1241.900024,51.65000153,14.4989996,88.94530487,0.008822,24370.24023,3424.588135,0,0
"[2018, 12, 12]",1.13231051,805.2999878,1244.400024,51.15000153,14.72500038,90.5933075,0.0088355,24527.26953,3486.950195,0,0
"[2018, 12, 13]",1.13734591,795.7000122,1242.699951,52.58000183,14.72900009,86.53931427,0.008804,24597.38086,3313.677246,0,0
"[2018, 12, 14]",1.136363626,783.5,1237,51.20000076,14.51299953,84.3082962,0.008828,24100.50977,3242.484863,0,0
"[2018, 12, 16]",,787,,,,,,,3252.839111,0,0
"[2018, 12, 17]",1.130594969,794.0999756,1247.400024,49.88000107,14.63899994,95.13382721,0.008854,23592.98047,3545.864746,0,0
"[2018, 12, 18]",1.13498354,793,1249.199951,46.24000168,14.58500004,101.1124573,0.0089135,23675.64063,3696.059082,0,0
"[2018, 12, 19]",1.137539983,794.5999756,1252.099976,47.20000076,14.70199966,101.2685776,0.0089255,23323.66016,3745.950684,0,0
"[2018, 12, 20]",1.138952136,794.5999756,1263.599976,45.88000107,14.75300026,116.2168655,0.00902,22859.59961,4134.441406,0,0
"[2018, 12, 21]",1.145685315,794.5999756,1253.800049,45.59000015,14.58300018,109.4962311,0.009003,22445.36914,3896.543701,0,0
"[2018, 12, 23]",,792.0999756,,,,,,,3998.980225,0,0
"[2018, 12, 24]",1.137281179,,,,,140.2380066,,21792.19922,4078.599121,0,0
"[2018, 12, 25]",1.140393853,,,,,129.8443451,,,3815.490723,0,0
"[2018, 12, 26]",1.141552567,799.5,1269.199951,46.22000122,15.00399971,131.8656311,0.008996,22878.44922,3857.297607,0,0
"[2018, 12, 27]",1.136131287,795.5,1277.300049,44.61000061,15.19099998,116.5759125,0.009038,23138.82031,3654.833496,0,0
"[2018, 12, 28]",1.143105388,789.5999756,1279.900024,45.33000183,15.32600021,137.6470184,0.009065,23062.40039,3923.918701,0,0
"[2018, 12, 30]",,795.5999756,,,,,,,3865.952637,0,0
"[2018, 12, 31]",1.14399457,795.9000244,1278.300049,45.40999985,15.43299961,133.3682709,0.009125,23327.46094,3742.700439,0,0
"[2019, 1, 1]",1.149306417,,,,,140.8194122,,,3843.52002,0,0
"[2019, 1, 2]",1.146171212,799.0999756,1281,46.54000092,15.54199982,155.0476685,0.0091645,23346.24023,3943.409424,0,0
"[2019, 1, 3]",1.131810665,794.5,1291.800049,47.09000015,15.70600033,149.1350098,0.0092875,22686.2207,3836.741211,0,0
"[2019, 1, 4]",1.139107823,822,1282.699951,47.95999908,15.69499969,154.5819397,0.0092205,23433.16016,3857.717529,0,0
"[2019, 1, 6]",,824.7000122,,,,,,,4076.632568,0,0
"[2019, 1, 7]",1.141044497,818.4000244,1286.800049,48.52000046,15.66899967,151.6992188,0.0092125,23531.34961,4025.248291,0,0
"[2019, 1, 8]",1.147973776,816.5,1283.199951,49.77999878,15.6260004,150.3596344,0.0092085,23787.44922,4030.8479,0,0
"[2019, 1, 9]",1.145606637,820,1289.300049,52.36000061,15.65299988,150.8031158,0.0092395,23879.11914,4035.296387,0,0
"[2019, 1, 10]",1.155494928,821.2999878,1284.699951,52.59000015,15.56099987,128.6251831,0.0092245,24001.91992,3678.924561,0,0
"[2019, 1, 11]",1.151012897,813,1287.099976,51.59000015,15.57699966,127.5483246,0.009217,23995.94922,3687.365479,0,0
"[2019, 1, 13]",,814.5,,,,,,,3552.953125,0,0
"[2019, 1, 14]",1.146013618,798.7999878,1289.099976,50.50999832,15.60900021,129.0687256,0.0092355,23909.83984,3706.052246,0,0
"[2019, 1, 15]",1.147288918,795.5999756,1286.199951,52.11000061,15.54599953,122.0327148,0.009235,24065.58984,3630.675293,0,0
"[2019, 1, 16]",1.141682863,803.4000244,1291.599976,52.31000137,15.56400013,123.5470581,0.009206,24207.16016,3655.006836,0,0
"[2019, 1, 17]",1.139808893,807.7999878,1291,52.06999969,15.46700001,123.7419205,0.0091745,24370.09961,3678.563965,0,0
"[2019, 1, 18]",1.13926363,797.7999878,1281.300049,53.79999924,15.32999992,121.0102615,0.00913,24706.34961,3657.839355,0,0
"[2019, 1, 20]",,801.7000122,,,,,,,3601.013672,0,0
"[2019, 1, 21]",1.13655746,,,,,117.1578445,,,3576.032471,0,0
"[2019, 1, 22]",1.136932135,786.5,1282.5,52.56999969,15.25899982,118.747551,0.0091705,24404.48047,3604.577148,0,0
"[2019, 1, 23]",1.136402369,792.2999878,1283.099976,52.61999893,15.31700039,117.4526138,0.0091435,24575.61914,3585.123047,0,0
"[2019, 1, 24]",1.138822436,799,1279.099976,53.13000107,15.23799992,117.3628922,0.009133,24553.24023,3600.865479,0,0
"[2019, 1, 25]",1.131349683,813.5,1297.400024,53.68999863,15.63899994,116.3783417,0.009137,24737.19922,3599.765869,0,0
"[2019, 1, 27]",,818.2999878,,,,,,,3583.96582,0,0
"[2019, 1, 28]",1.14130497,809.7000122,1302.400024,51.99000168,15.70899963,106.5899811,0.00916,24528.2207,3470.450439,0,0
"[2019, 1, 29]",1.143000841,809.9000244,1308.199951,53.31000137,15.78600025,105.5982132,0.0091655,24579.96094,3448.116943,0,0
"[2019, 1, 30]",1.143536687,812,1309.900024,54.22999954,15.88000011,108.9075317,0.0091935,25014.85938,3486.181641,0,0
"[2019, 1, 31]",1.148765087,820.5,1319.699951,53.79000092,16.02199936,107.0610199,0.0091955,24999.66992,3457.792725,0,0
"[2019, 2, 1]",1.144950747,822.5999756,1316.900024,55.25999832,15.88000011,107.609787,0.0091415,25063.89063,3487.945313,0,0
"[2019, 2, 3]",,826,,,,,,,3464.013428,0,0
"[2019, 2, 4]",1.14552784,818.7000122,1314.300049,54.56000137,15.83699989,107.8216019,0.009107,25239.36914,3459.154053,0,0
"[2019, 2, 5]",1.143628359,815.7999878,1314.199951,53.65999985,15.78999996,107.443512,0.0091015,25411.51953,3466.357422,0,0
"[2019, 2, 6]",1.140992522,809.7999878,1309.5,54.00999832,15.65600014,104.9192886,0.009101,25390.30078,3413.767822,0,0
"[2019, 2, 7]",1.136596084,793.2999878,1309.400024,52.63999939,15.67500019,104.5352936,0.00911,25169.5293,3399.47168,0,0
"[2019, 2, 8]",1.133876801,799.2999878,1313.699951,52.72000122,15.77299976,119.2677536,0.0091145,25106.33008,3666.780273,0,0
"[2019, 2, 10]",,802.4000244,,,,,,,3690.188232,0,0
"[2019, 2, 11]",1.132425904,782.7000122,1307,52.40999985,15.65699959,121.2984009,0.009063,25053.10938,3648.430664,0,0
"[2019, 2, 12]",1.127904296,785.7000122,1309.199951,53.09999847,15.65999985,122.5722885,0.0090535,25425.75977,3653.528564,0,0
"[2019, 2, 13]",1.133465528,788,1310.800049,53.90000153,15.6239996,122.5535965,0.009013,25543.26953,3632.070557,0,0
"[2019, 2, 14]",1.12649405,785.7000122,1309.800049,54.40999985,15.5,121.3901978,0.009052,25439.39063,3616.880859,0,0
"[2019, 2, 15]",1.129535079,803.4000244,1318.099976,55.59000015,15.72299957,122.1003952,0.009057,25883.25,3620.810791,0,0
"[2019, 2, 17]",,806.7000122,,,,,,,3673.836182,0,0
"[2019, 2, 18]",1.129803061,,,,,146.0983734,,,3915.714355,0,0
"[2019, 2, 19]",1.131196141,817.2999878,1340.099976,56.09000015,15.94699955,145.3461914,0.0090555,25891.32031,3947.094482,0,0
"[2019, 2, 20]",1.134301186,830.5,1343.300049,56.91999817,16.15699959,149.5543518,0.00904,25954.43945,3999.820557,0,0
"[2019, 2, 21]",1.134635806,822.5999756,1323.5,56.95999908,15.79100037,146.1308441,0.0090515,25850.63086,3954.118164,0,0
"[2019, 2, 22]",1.134301186,842.2000122,1329.199951,57.25999832,15.90799999,149.092453,0.009049,26031.81055,4005.526611,0,0
"[2019, 2, 24]",,846.7000122,,,,,,,3810.42749,0,0
"[2019, 2, 25]",1.134224057,850,1325.900024,55.47999954,15.82499981,139.8228607,0.0090125,26091.94922,3882.696289,0,0
"[2019, 2, 26]",1.136751175,857,1325.099976,55.5,15.82699966,138.0896912,0.009063,26057.98047,3854.35791,0,0
"[2019, 2, 27]",1.139315486,867.7999878,1317.699951,56.93999863,15.67199993,136.125946,0.009019,25985.16016,3851.047363,0,0
"[2019, 2, 28]",1.138018966,873,1312.800049,57.22000122,15.53800011,136.7462463,0.0089875,25916,3854.7854,0,0
"[2019, 3, 1]",1.13734591,861.5999756,1296.400024,55.79999924,15.16899967,136.4436188,0.008938,26026.32031,3859.58374,0,0
"[2019, 3, 3]",,864.4000244,,,,,,,3847.175781,0,0
"[2019, 3, 4]",1.13759172,836.7999878,1284.800049,56.59000015,15.0170002,127.7741241,0.0089585,25819.65039,3761.557129,0,0
"[2019, 3, 5]",1.133735418,835.9000244,1282,56.56000137,15.02000046,137.8223877,0.0089455,25806.63086,3896.375,0,0
"[2019, 3, 6]",1.130710125,826.2000122,1284.900024,56.22000122,15.00300026,138.7893524,0.008952,25673.46094,3903.942627,0,0
"[2019, 3, 7]",1.131400943,815.2999878,1283.800049,56.65999985,14.96000004,138.0345001,0.008972,25473.23047,3911.484375,0,0
"[2019, 3, 8]",1.11983335,816,1297,56.06999969,15.27200031,135.1270752,0.0090085,25450.24023,3901.131592,0,0
"[2019, 3, 10]",,818.5999756,,,,,,,3951.599854,0,0
"[2019, 3, 11]",1.12324214,815.2000122,1288.800049,56.79000092,15.19699955,133.8340302,0.008995,25650.88086,3905.227295,0,0
"[2019, 3, 12]",1.125923276,831,1296.300049,56.86999893,15.3380003,134.4428864,0.0089905,25554.66016,3909.15625,0,0
"[2019, 3, 13]",1.128744602,840.7999878,1307.5,58.25999832,15.38099957,133.2630768,0.0090095,25702.89063,3906.717285,0,0
"[2019, 3, 14]",1.133105993,825.5999756,1293.400024,58.61000061,15.10099983,133.7115936,0.0089505,25709.93945,3924.369141,0,0
"[2019, 3, 15]",1.130837917,830.2999878,1301.800049,58.52000046,15.25300026,137.6917877,0.00897,25848.86914,3960.911133,0,0
"[2019, 3, 17]",,831.2999878,,,,,,,4025.229004,0,0
"[2019, 3, 18]",1.131977201,832.5999756,1300.300049,59.09000015,15.2510004,139.3746033,0.008966,25914.09961,4032.507324,0,0
"[2019, 3, 19]",1.133619785,851.2000122,1305,59.02999878,15.30099964,140.5191956,0.0089945,25887.38086,4071.190186,0,0
"[2019, 3, 20]",1.135486126,858.2000122,1300.5,59.83000183,15.24499989,140.6863708,0.009058,25745.66992,4087.476318,0,0
"[2019, 3, 21]",1.142791867,859.7000122,1306.099976,59.97999954,15.37199974,136.6360626,0.0090445,25962.50977,4029.326904,0,0
"[2019, 3, 22]",1.137501121,847.2000122,1311.599976,59.04000092,15.34500027,137.1814423,0.0091015,25502.32031,4023.968262,0,0
"[2019, 3, 24]",,845.2000122,,,,,,,4022.168213,0,0
"[2019, 3, 25]",1.129586101,856.5,1321.900024,58.81999969,15.50699997,135.0310211,0.0091015,25516.83008,3963.070557,0,0
"[2019, 3, 26]",1.131580114,858.9000244,1314.300049,59.93999863,15.37100029,135.4603577,0.0090635,25657.73047,3985.080811,0,0
"[2019, 3, 27]",1.127484679,855.5999756,1309.900024,59.40999985,15.23900032,140.9881592,0.0090735,25625.58984,4087.066162,0,0
"[2019, 3, 28]",1.125175834,838.2000122,1289.800049,59.29999924,14.92099953,139.4164886,0.0090555,25717.46094,4069.107178,0,0
"[2019, 3, 29]",1.12300241,848.9000244,1293,60.13999939,15.06000042,142.4974213,0.0090345,25928.67969,4098.374512,0,0
"[2019, 3, 31]",1.122384906,850.2000122,,,,141.8303223,,,4105.404297,0,0
"[2019, 3, 31]",1.122384906,850.2000122,,,,141.8303223,,,4158.183105,0,0
"[2019, 4, 1]",1.120573759,850.0999756,1288.400024,61.59000015,15.05099964,163.9617462,0.008987,26258.41992,4879.87793,0,0
"[2019, 4, 2]",1.120385408,848.2000122,1290,62.58000183,15.01799965,161.4588013,0.008986,26179.13086,4973.021973,0,0
"[2019, 4, 3]",1.124694943,869.4000244,1289.900024,62.45999908,15.05900002,158.052536,0.0089795,26218.13086,4922.798828,0,0
"[2019, 4, 4]",1.122586489,900,1289,62.09999847,15.04100037,165.5148468,0.0089665,26384.63086,5036.681152,0,0
"[2019, 4, 5]",,901,1290.400024,63.08000183,15.04300022,,0.0089585,26424.99023,5059.817383,0,0
"[2019, 4, 7]",1.121956706,907.9000244,,,,180.2588196,,,5289.770996,0,0
"[2019, 4, 8]",1.125644445,907.5999756,1297.099976,64.40000153,15.17300034,176.114563,0.0089725,26341.01953,5204.958496,0,0
"[2019, 4, 9]",1.126697063,893.9000244,1303.5,63.97999954,15.16800022,177.3374786,0.009005,26150.58008,5324.551758,0,0
"[2019, 4, 10]",1.127650023,903.2000122,1309.099976,64.61000061,15.20100021,165.4970093,0.0090145,26157.16016,5064.487793,0,0
"[2019, 4, 11]",1.126075387,890.2999878,1288.599976,63.58000183,14.82400036,164.7363281,0.0089575,26143.05078,5089.539063,0,0
"[2019, 4, 12]",,893.2000122,1290.599976,63.88999939,14.92000008,,0.008923,26412.30078,5096.586426,0,0
"[2019, 4, 14]",1.130505562,895.4000244,,,,161.574173,,,5067.108398,0,0
"[2019, 4, 15]",1.130492806,890.2000122,1286.800049,63.40000153,14.94799995,167.6234436,0.0089255,26384.76953,5235.55957,0,0
"[2019, 4, 16]",1.128502607,880.2000122,1272.599976,64.05000305,14.89099979,166.9507599,0.008948,26452.66016,5251.937988,0,0
"[2019, 4, 17]",1.129713774,886.7999878,1272.199951,63.75999832,14.92099953,173.8140259,0.0089415,26449.53906,5298.385742,0,0
"[2019, 4, 18]",1.123595476,899.7999878,1271.900024,64,14.93700027,173.7084351,0.008946,26559.53906,5303.8125,0,0
"[2019, 4, 21]",1.124454618,906.4000244,,,,171.8746796,,,5399.365234,0,0
"[2019, 4, 22]",1.125897884,897.5,1273.5,65.69999695,14.95699978,171.4477997,0.008948,26511.05078,5572.361816,0,0
"[2019, 4, 23]",1.122435212,889.0999756,1269.300049,66.30000305,14.77299976,165.8260803,0.008956,26656.39063,5464.866699,0,0
"[2019, 4, 24]",1.115349412,883.9000244,1275.5,65.88999939,14.89799976,154.4593964,0.0089135,26597.05078,5210.515625,0,0
"[2019, 4, 25]",1.113684893,885.2999878,1275.800049,65.20999908,14.86100006,156.3470917,0.0089655,26462.08008,5279.348145,0,0
"[2019, 4, 26]",,898.2000122,1284.900024,63.29999924,15.00199986,,0.008966,26543.33008,5268.291016,0,0
"[2019, 4, 28]",1.115026116,903.9000244,,,,155.2019958,,,5247.352539,0,0
"[2019, 4, 29]",1.118518233,897.7000122,1278.599976,63.5,14.84399986,162.1660461,0.008956,26554.39063,5350.726563,0,0
"[2019, 4, 30]",1.121604323,888.0999756,1282.800049,63.90999985,14.89999962,160.8183441,0.008985,26592.91016,5402.697266,0,0
"[2019, 5, 1]",1.120084167,874.2000122,1281.400024,63.59999847,14.64500046,162.1227875,0.0089655,26430.14063,5505.283691,0,0
"[2019, 5, 2]",1.117355943,851,1269.699951,61.81000137,14.53999996,167.9524078,0.008975,26307.78906,5768.289551,0,0
"[2019, 5, 3]",,871.5999756,1279.199951,61.93999863,14.90699959,,0.0090065,26504.94922,5831.16748,0,0
"[2019, 5, 5]",1.118580818,865.0999756,,,,172.6531982,,,5746.807129,0,0
"[2019, 5, 6]",1.12018466,877.7000122,1281.699951,62.25,14.85700035,169.7986603,0.0090215,26438.48047,5829.501465,0,0
"[2019, 5, 7]",1.119106531,870.2000122,1283.5,61.40000153,14.85999966,170.9481659,0.0090735,25965.08984,5982.45752,0,0
"[2019, 5, 8]",1.11983335,861.2000122,1279.400024,62.11999893,14.79199982,170.2893066,0.009084,25967.33008,6174.528809,0,0
"[2019, 5, 9]",1.122208476,848.5999756,1283.5,61.70000076,14.70699978,173.1427307,0.0091185,25828.35938,6378.849121,0,0
"[2019, 5, 10]",,862.4000244,1285.699951,61.65999985,14.72599983,,0.0090995,25942.36914,7204.771484,0,0
"[2019, 5, 12]",1.123646021,861.2000122,,,,196.846283,,,7814.915039,0,0
"[2019, 5, 13]",1.123254776,852.2999878,1300.099976,61.04000092,14.7130003,217.1485748,0.009166,25324.99023,7994.416016,0,0
"[2019, 5, 14]",1.120448232,856.5,1294.699951,61.77999878,14.75199986,247.1530762,0.009146,25532.05078,8205.167969,0,0
"[2019, 5, 15]",1.12072444,845,1296.300049,62.02000046,14.75199986,264.0100098,0.009152,25648.01953,7884.90918,0,0
"[2019, 5, 16]",1.117355943,830.9000244,1285,62.86999893,14.47900009,243.7645874,0.009124,25862.67969,7343.895508,0,0
"[2019, 5, 17]",,818.4000244,1274.5,62.75999832,14.34799957,,0.009102,25764,7271.208008,0,0
"[2019, 5, 19]",1.116532445,820.7000122,,,,251.8644104,,,7978.309082,0,0
"[2019, 5, 20]",1.116856694,811.5,1276.099976,63.09999847,14.4090004,255.2158813,0.009112,25679.90039,7963.327637,0,0
"[2019, 5, 21]",,812.7000122,1272,62.99000168,14.37300014,244.6988983,0.009058,25877.33008,7680.066406,0,0
"[2019, 5, 22]",1.115548491,802.7999878,1273.599976,61.41999817,14.41399956,245.9656677,0.009085,25776.60938,7881.84668,0,0
"[2019, 5, 23]",1.118455648,797.2000122,1284.800049,57.90999985,14.57699966,249.4849854,0.0091495,25490.4707,7987.371582,0,0
"[2019, 5, 24]",,800.5999756,1283,58.63000107,14.52000046,,0.0091585,25585.68945,8052.543945,0,0
"[2019, 5, 26]",1.120963097,806.7999878,,,,272.8626404,,,8805.77832,0,0
"[2019, 5, 27]",1.119382143,,,,,271.7687073,,,8719.961914,0,0
"[2019, 5, 28]",1.117068768,795,1276.5,59.13999939,14.28100014,269.4556885,0.0091475,25347.76953,8659.487305,0,0
"[2019, 5, 29]",1.113734603,789.5999756,1280.599976,58.81000137,14.37199974,255.8589325,0.00915,25126.41016,8319.472656,0,0
"[2019, 5, 30]",1.113114715,792.5,1287.099976,56.59000015,14.46000004,268.1135559,0.009139,25169.88086,8574.501953,0,0
"[2019, 5, 31]",,792.5999756,1305.800049,53.5,14.52999973,,0.0092365,24815.03906,8564.016602,0,0
"[2019, 6, 2]",1.117405772,793.7999878,,,,252.6079254,,,8208.995117,0,0
"[2019, 6, 3]",1.124631643,819.2000122,1322.699951,53.25,14.70300007,241.3387756,0.009266,24819.7793,7707.770996,0,0
"[2019, 6, 4]",1.125403762,817.4000244,1323.400024,53.47999954,14.73200035,247.0510254,0.0092635,25332.17969,7824.231445,0,0
"[2019, 6, 5]",1.122901559,801.0999756,1328.300049,51.68000031,14.75399971,249.47435,0.0092315,25539.57031,7822.023438,0,0
"[2019, 6, 6]",1.127650023,802.2000122,1337.599976,52.59000015,14.86800003,250.9303589,0.0092275,25720.66016,8043.951172,0,0
"[2019, 6, 7]",,804.5999756,1341.199951,53.99000168,14.99400043,,0.0092505,25983.93945,7954.12793,0,0
"[2019, 6, 9]",1.132015705,809.2999878,,,,247.5201263,,,8000.32959,0,0
"[2019, 6, 10]",1.131810665,803.7000122,1324.699951,53.25999832,14.60499954,245.7818298,0.009228,26062.67969,7927.714355,0,0
"[2019, 6, 11]",1.132951856,812.7999878,1326.400024,53.27000046,14.70600033,260.9033203,0.0092215,26048.50977,8145.857422,0,0
"[2019, 6, 12]",1.12956059,809.0999756,1331.900024,51.13999939,14.72200012,256.1687927,0.00922,26004.83008,8230.923828,0,0
"[2019, 6, 13]",1.128044367,808,1339.199951,52.27999878,14.87100029,264.0874634,0.009233,26106.76953,8693.833008,0,0
"[2019, 6, 14]",,803.2999878,1340.099976,52.50999832,14.78199959,,0.009212,26089.60938,8838.375,0,0
"[2019, 6, 16]",1.121705055,802.4000244,,,,274.3511047,,,9320.352539,0,0
"[2019, 6, 17]",1.122460365,793.9000244,1338.699951,51.93000031,14.81400013,265.0518494,0.0092095,26112.5293,9081.762695,0,0
"[2019, 6, 18]",1.119820833,801.4000244,1346.599976,53.90000153,14.97999954,269.4317932,0.009242,26465.53906,9273.521484,0,0
"[2019, 6, 19]",1.123848081,805.0999756,1344.599976,53.75999832,14.94499969,271.6950073,0.009282,26504,9527.160156,0,0
"[2019, 6, 20]",1.12956059,804.5999756,1392.900024,56.65000153,15.46899986,294.9102783,0.009341,26753.16992,10144.55664,0,0
"[2019, 6, 21]",,811.5,1396.199951,57.43000031,15.27299976,,0.009327,26719.13086,10701.69141,0,0
"[2019, 6, 23]",1.138472438,813,,,,310.4246521,,,11011.10254,0,0
"[2019, 6, 24]",1.140029788,812.2000122,1414.300049,57.90000153,15.36800003,318.1263123,0.0093345,26727.53906,11790.91699,0,0
"[2019, 6, 25]",1.136996746,810.2999878,1414.900024,57.83000183,15.29100037,336.7531738,0.009349,26548.2207,13016.23145,0,0
"[2019, 6, 26]",1.137475252,817.0999756,1411.599976,59.38000107,15.28299999,294.2676392,0.009289,26536.82031,11182.80664,0,0
"[2019, 6, 27]",1.137294173,812.5999756,1408.400024,59.43000031,15.20499992,311.2261047,0.0092925,26526.58008,12407.33203,0,0
"[2019, 6, 28]",,835.5,1409.699951,58.47000122,15.25300026,,0.0092895,26599.96094,11959.37109,0,0
"[2019, 6, 30]",1.136492848,836.5,,,,293.6411133,,,10583.13477,0,0
"[2019, 7, 1]",1.128744602,831.0999756,1385.599976,59.09000015,15.10599995,291.5964661,0.009229,26717.42969,10801.67773,0,0
"[2019, 7, 2]",1.129305482,827.2000122,1404.599976,56.25,15.15400028,303.0999451,0.009283,26786.67969,11961.26953,0,0
"[2019, 7, 3]",1.128795505,,,,,284.5232239,,26966,11215.4375,0,0
"[2019, 7, 4]",1.128579021,,,,,287.9975281,,,10978.45996,0,0
"[2019, 7, 5]",,805.2000122,1396.699951,57.50999832,14.91800022,,0.009216,26922.11914,11208.55078,0,0
"[2019, 7, 7]",1.122737646,813.9000244,,,,313.2514038,,,12285.95801,0,0
"[2019, 7, 8]",1.121604323,814.2999878,1397,57.65999985,14.97200012,308.881012,0.009202,26806.14063,12573.8125,0,0
"[2019, 7, 9]",1.120824933,809.0999756,1397.5,57.83000183,15.06799984,290.0023193,0.00919,26783.49023,12156.5127,0,0
"[2019, 7, 10]",1.125885248,824.0999756,1410.099976,60.43000031,15.14700031,268.7040405,0.009227,26860.19922,11358.66211,0,0
"[2019, 7, 11]",1.125239134,825,1404.300049,60.20000076,15.06700039,276.2767029,0.0092215,27088.08008,11815.98633,0,0
"[2019, 7, 12]",,828.4000244,1409.900024,60.20999908,15.16100025,,0.009276,27332.0293,11392.37891,0,0
"[2019, 7, 14]",1.127205133,833.5999756,,,,229.7759857,,,10895.08984,0,0
"[2019, 7, 15]",1.126176834,839.5,1411.400024,59.58000183,15.28999996,199.1886749,0.0092715,27359.16016,9477.641602,0,0
"[2019, 7, 16]",1.121227145,841.5,1409.199951,57.61999893,15.60000038,211.4849548,0.009254,27335.63086,9693.802734,0,0
"[2019, 7, 17]",1.122964621,841.7000122,1421.300049,56.77999878,15.89299965,226.5661621,0.009275,27219.84961,10666.48242,0,0
"[2019, 7, 18]",1.126151562,843.7000122,1426.099976,55.29999924,16.12000084,221.3334045,0.0093255,27222.9707,10530.73242,0,0
"[2019, 7, 19]",,845.9000244,1425.099976,55.63000107,16.11700058,,0.009298,27154.19922,10767.13965,0,0
"[2019, 7, 21]",1.121830821,850.5,,,,217.5600281,,,10343.10645,0,0
"[2019, 7, 22]",1.120611429,847.2999878,1425.300049,56.22000122,16.34000015,212.7285309,0.00929,27171.90039,9900.767578,0,0
